fid,cat,date,trip_numbe,tag_id,latitude,longitude,signal_str,gain,notes,LakeDist,X,stream,reach,seq_order,channel_ty,latitude_2,longitude_,unit_lengt,wetted_wid,max_depth_,pool_crest,LWD_small,LWD_med,LWD_large,root_debri,riparian_s,total_shad,fish_prese,undercut_L,undercut_R,sand,gravel,cobble,boulder,bedrock,dominantSi,dominant_1,understory,understo_1,understo_2,understo_3,understo_4,understo_5,overstoryV,overstor_1,overstor_2,overstor_3,overstor_4,overstor_5,overstor_6,overstor_7,n,distance,feature_x,feature_y,nearest_x,nearest_y,date_2,site_id,latitude_3,longitud_1,rct_depth_,max_pool_d,notes_2,n_2,distance_2,feature_x_,feature_y_,nearest_x_,nearest_y_
"107","107",8/17/2021,"6","33",41.54316,-119.00701,"219","20",Moved way DS,5991.81750879628,"75",Mahogany Creek,MC3-380,"121",SSMC1,41.5425456818978,-119.006241278242,"4.9","2.2","0.17","0.31","1","0","0","1","82","83",N,"6","0","85","15","0","0","0",SS,GF,"30","40","30","1","90","9","0","0","60","80","0","80","0","5","1",0.0009840324547,-119.00701,41.54316,-119.006241278242,41.5425456818978,6/18/2021,MG2,41.54489,-119.01041,10,21.1,same pool as logger,"1",0.003814826339429,-119.00701,41.54316,-119.01041,41.54489
"108","108",9/4/2021,"7","33",41.54316,-119.007,"215","20",same,5992.62498643053,"75",Mahogany Creek,MC3-380,"121",SSMC1,41.5425456818978,-119.006241278242,"4.9","2.2","0.17","0.31","1","0","0","1","82","83",N,"6","0","85","15","0","0","0",SS,GF,"30","40","30","1","90","9","0","0","60","80","0","80","0","5","1",0.000976240460522,-119.007,41.54316,-119.006241278242,41.5425456818978,6/18/2021,MG2,41.54489,-119.01041,10,21.1,same pool as logger,"1",0.003823741623061,-119.007,41.54316,-119.01041,41.54489
"109","109",9/18/2021,"8","33",41.54325,-119.00529,"227","20",Moved 8m DS,6054.0569418487,"94",Mahogany Creek,MC3-380,"130",SSLS6,41.5422393989174,-119.005728299594,"4.25","1.9","0.44","0.32","0","0","0","0","87","87",N,"4","3.5","85","15","0","0","0",SS,SS,"10","85","5","45","50","5","0","10","70","30","35","25","3","20","1",0.00110155393978,-119.00529,41.54325,-119.005728299594,41.5422393989174,6/18/2021,MG2,41.54489,-119.01041,10,21.1,same pool as logger,"1",0.005376244042072,-119.00529,41.54325,-119.01041,41.54489
"110","110",9/18/2021,"8","33",41.54325,-119.00529,"227","20",Moved 8m DS,6054.0569418487,"93",Mahogany Creek,MC3-380,"129",FTRF4,41.5422393989174,-119.005728299594,"3.4","0.47","0.12",NA,"0","0","0","0","92","92",N,"0","3","50","49","1","0","0",SS,SS,"15","80","5","50","50","0","0","20","70","40","40","0","1","30","2",0.00110155393978,-119.00529,41.54325,-119.005728299594,41.5422393989174,6/18/2021,MG2,41.54489,-119.01041,10,21.1,same pool as logger,"1",0.005376244042072,-119.00529,41.54325,-119.01041,41.54489
"111","111",6/25/2021,"0","34",41.53731,-119.00082,na,na,Tagging event,6837.61678926577,"379",Mahogany Creek,MC3-458,"151",FTRF1,41.536702754398,-118.999899178992,"6","2","0.15",NA,"0","0","0","0","95","95",N,"3.5","2","65","20","14","1","0",SS,SS,"57","43","0","92","8","0","0","92","2","2","0","1","60","75","1",0.001103022461211,-119.00082,41.53731,-118.999899178992,41.536702754398,6/18/2021,MG3,41.53177,-118.99426,8.7,30.5,5m DS of logger,"1",0.008586337985431,-119.00082,41.53731,-118.99426,41.53177
"112","112",6/29/2021,"1","34",41.53733,-119.00082,"223","20",same location as when tagged,6839.78380007894,"379",Mahogany Creek,MC3-458,"151",FTRF1,41.536702754398,-118.999899178992,"6","2","0.15",NA,"0","0","0","0","95","95",N,"3.5","2","65","20","14","1","0",SS,SS,"57","43","0","92","8","0","0","92","2","2","0","1","60","75","1",0.001114158145873,-119.00082,41.53733,-118.999899178992,41.536702754398,6/18/2021,MG3,41.53177,-118.99426,8.7,30.5,5m DS of logger,"1",0.008599255781755,-119.00082,41.53733,-118.99426,41.53177
"113","113",7/6/2021,"2","34",41.54153,-119.00529,"227","20","at bend in creek, under live in channel, undercut",6202.82841540853,"103",Mahogany Creek,MC3-380,"139",FTRF10,41.5415816229102,-119.005228439356,"4.3","2.09","0.16",NA,"0","0","0","0","83","83",N,"4","0","70","18","10","2","0",SS,SS,"58","41","1","69","30","1","0","5","75","80","0","20","50","80","1",8.0340760185e-05,-119.00529,41.54153,-119.005228439356,41.5415816229102,6/18/2021,MG2,41.54489,-119.01041,10,21.1,same pool as logger,"1",0.006124050946874,-119.00529,41.54153,-119.01041,41.54489
"114","114",7/18/2021,"3","34",41.54155,-119.00527,"226","20","Undercut, live in channel trees, @ bend in creek",6203.01208734483,"103",Mahogany Creek,MC3-380,"139",FTRF10,41.5415816229102,-119.005228439356,"4.3","2.09","0.16",NA,"0","0","0","0","83","83",N,"4","0","70","18","10","2","0",SS,SS,"58","41","1","69","30","1","0","5","75","80","0","20","50","80","1",5.2223515571e-05,-119.00527,41.54155,-119.005228439356,41.5415816229102,6/18/2021,MG2,41.54489,-119.01041,10,21.1,same pool as logger,"1",0.006129861336114,-119.00527,41.54155,-119.01041,41.54489
"115","115",8/12/2021,"5","34",41.54153,-119.00526,na,na,tag sounded but would not give signal strength,6205.0059079024,"103",Mahogany Creek,MC3-380,"139",FTRF10,41.5415816229102,-119.005228439356,"4.3","2.09","0.16",NA,"0","0","0","0","83","83",N,"4","0","70","18","10","2","0",SS,SS,"58","41","1","69","30","1","0","5","75","80","0","20","50","80","1",6.0506190653e-05,-119.00526,41.54153,-119.005228439356,41.5415816229102,6/18/2021,MG2,41.54489,-119.01041,10,21.1,same pool as logger,"1",0.006149154413402,-119.00526,41.54153,-119.01041,41.54489
"116","116",9/5/2021,"7","34",41.54156,-119.00527,"231","20","reappeared after acting faulty, same location",6202.37807016474,"103",Mahogany Creek,MC3-380,"139",FTRF10,41.5415816229102,-119.005228439356,"4.3","2.09","0.16",NA,"0","0","0","0","83","83",N,"4","0","70","18","10","2","0",SS,SS,"58","41","1","69","30","1","0","5","75","80","0","20","50","80","1",4.6849091504e-05,-119.00527,41.54156,-119.005228439356,41.5415816229102,6/18/2021,MG2,41.54489,-119.01041,10,21.1,same pool as logger,"1",0.006124418339729,-119.00527,41.54156,-119.01041,41.54489
"117","117",9/18/2021,"8","34",41.54156,-119.00529,"229","20",Moved 4m DS,6200.92642193716,"103",Mahogany Creek,MC3-380,"139",FTRF10,41.5415816229102,-119.005228439356,"4.3","2.09","0.16",NA,"0","0","0","0","83","83",N,"4","0","70","18","10","2","0",SS,SS,"58","41","1","69","30","1","0","5","75","80","0","20","50","80","1",6.5247705977e-05,-119.00529,41.54156,-119.005228439356,41.5415816229102,6/18/2021,MG2,41.54489,-119.01041,10,21.1,same pool as logger,"1",0.006107642753137,-119.00529,41.54156,-119.01041,41.54489
"118","118",6/24/2021,"0","35",41.51746,-118.95763,na,na,Tagging event,12268.4555664541,"543",Mahogany Creek,MC7-787,"461",SSMC1,41.5162315597442,-118.95744621275,"2","1.35","0.14","0.3","0","0","0","0","80","80",N,"2","0","75","15","10","0","0",SS,SS,"60","35","5","50","45","5","0","0","85","0","0","0","70","0","1",0.001242112400442,-118.95763,41.51746,-118.95744621275,41.5162315597442,6/18/2021,MG5,41.51708,-118.95757,8.6,26.7,20m DS of river ford,"1",0.000384707681232,-118.95763,41.51746,-118.95757,41.51708
"119","119",6/29/2021,"1","35",41.51748,-118.95763,"223","20",In deeper riffle with undercut bank,12266.2342781708,"543",Mahogany Creek,MC7-787,"461",SSMC1,41.5162315597442,-118.95744621275,"2","1.35","0.14","0.3","0","0","0","0","80","80",N,"2","0","75","15","10","0","0",SS,SS,"60","35","5","50","45","5","0","0","85","0","0","0","70","0","1",0.001261895726898,-118.95763,41.51748,-118.95744621275,41.5162315597442,6/18/2021,MG5,41.51708,-118.95757,8.6,26.7,20m DS of river ford,"1",0.000404474968321,-118.95763,41.51748,-118.95757,41.51708
"120","120",7/7/2021,"2","35",41.51748,-118.95763,"247","20","undercut riffle, willow/aspen thicket",12266.2342781708,"543",Mahogany Creek,MC7-787,"461",SSMC1,41.5162315597442,-118.95744621275,"2","1.35","0.14","0.3","0","0","0","0","80","80",N,"2","0","75","15","10","0","0",SS,SS,"60","35","5","50","45","5","0","0","85","0","0","0","70","0","1",0.001261895726898,-118.95763,41.51748,-118.95744621275,41.5162315597442,6/18/2021,MG5,41.51708,-118.95757,8.6,26.7,20m DS of river ford,"1",0.000404474968321,-118.95763,41.51748,-118.95757,41.51708
"121","121",6/23/2021,"0","36",41.54308,-119.00681,na,na,Tagging event,6010.94073567411,"75",Mahogany Creek,MC3-380,"121",SSMC1,41.5425456818978,-119.006241278242,"4.9","2.2","0.17","0.31","1","0","0","1","82","83",N,"6","0","85","15","0","0","0",SS,GF,"30","40","30","1","90","9","0","0","60","80","0","80","0","5","1",0.000780346251587,-119.00681,41.54308,-119.006241278242,41.5425456818978,6/18/2021,MG2,41.54489,-119.01041,10,21.1,same pool as logger,"1",0.004029404422484,-119.00681,41.54308,-119.01041,41.54489
"122","122",6/28/2021,"1","36",41.5431,-119.00681,"215","20",Same location as when tagged,6010.1973423302,"75",Mahogany Creek,MC3-380,"121",SSMC1,41.5425456818978,-119.006241278242,"4.9","2.2","0.17","0.31","1","0","0","1","82","83",N,"6","0","85","15","0","0","0",SS,GF,"30","40","30","1","90","9","0","0","60","80","0","80","0","5","1",0.00079417441186,-119.00681,41.5431,-119.006241278242,41.5425456818978,6/18/2021,MG2,41.54489,-119.01041,10,21.1,same pool as logger,"1",0.004020460172659,-119.00681,41.5431,-119.01041,41.54489
"123","123",7/6/2021,"2","36",41.54302,-119.00677,"229","20","US of campground, pool",6016.40086126989,"75",Mahogany Creek,MC3-380,"121",SSMC1,41.5425456818978,-119.006241278242,"4.9","2.2","0.17","0.31","1","0","0","1","82","83",N,"6","0","85","15","0","0","0",SS,GF,"30","40","30","1","90","9","0","0","60","80","0","80","0","5","1",0.000710298781823,-119.00677,41.54302,-119.006241278242,41.5425456818978,6/18/2021,MG2,41.54489,-119.01041,10,21.1,same pool as logger,"1",0.004092248770535,-119.00677,41.54302,-119.01041,41.54489
"124","124",7/18/2021,"3","36",41.543,-119.00671,"242","20","Moved US one pool, riffle nearly impassable",6021.98916068755,"75",Mahogany Creek,MC3-380,"121",SSMC1,41.5425456818978,-119.006241278242,"4.9","2.2","0.17","0.31","1","0","0","1","82","83",N,"6","0","85","15","0","0","0",SS,GF,"30","40","30","1","90","9","0","0","60","80","0","80","0","5","1",0.00065276720537,-119.00671,41.543,-119.006241278242,41.5425456818978,6/18/2021,MG2,41.54489,-119.01041,10,21.1,same pool as logger,"1",0.004154768344923,-119.00671,41.543,-119.01041,41.54489
"125","125",7/27/2021,"4","36",41.54302,-119.00676,"234","20","Same location, bend in creek, undercut bank",6017.2083462031,"75",Mahogany Creek,MC3-380,"121",SSMC1,41.5425456818978,-119.006241278242,"4.9","2.2","0.17","0.31","1","0","0","1","82","83",N,"6","0","85","15","0","0","0",SS,GF,"30","40","30","1","90","9","0","0","60","80","0","80","0","5","1",0.000702886850279,-119.00676,41.54302,-119.006241278242,41.5425456818978,6/18/2021,MG2,41.54489,-119.01041,10,21.1,same pool as logger,"1",0.004101146181248,-119.00676,41.54302,-119.01041,41.54489
"126","126",8/12/2021,"5","36",41.54302,-119.00676,"20","233","@ bend in creek, undercut bank",6017.2083462031,"75",Mahogany Creek,MC3-380,"121",SSMC1,41.5425456818978,-119.006241278242,"4.9","2.2","0.17","0.31","1","0","0","1","82","83",N,"6","0","85","15","0","0","0",SS,GF,"30","40","30","1","90","9","0","0","60","80","0","80","0","5","1",0.000702886850279,-119.00676,41.54302,-119.006241278242,41.5425456818978,6/18/2021,MG2,41.54489,-119.01041,10,21.1,same pool as logger,"1",0.004101146181248,-119.00676,41.54302,-119.01041,41.54489
"127","127",8/17/2021,"6","36",41.54308,-119.00669,"226","20",same location,6020.63054087881,"75",Mahogany Creek,MC3-380,"121",SSMC1,41.5425456818978,-119.006241278242,"4.9","2.2","0.17","0.31","1","0","0","1","82","83",N,"6","0","85","15","0","0","0",SS,GF,"30","40","30","1","90","9","0","0","60","80","0","80","0","5","1",0.000697744258629,-119.00669,41.54308,-119.006241278242,41.5425456818978,6/18/2021,MG2,41.54489,-119.01041,10,21.1,same pool as logger,"1",0.004136967488378,-119.00669,41.54308,-119.01041,41.54489
"128","128",9/4/2021,"7","36",41.54308,-119.00669,"245","20",,6020.63054087881,"75",Mahogany Creek,MC3-380,"121",SSMC1,41.5425456818978,-119.006241278242,"4.9","2.2","0.17","0.31","1","0","0","1","82","83",N,"6","0","85","15","0","0","0",SS,GF,"30","40","30","1","90","9","0","0","60","80","0","80","0","5","1",0.000697744258629,-119.00669,41.54308,-119.006241278242,41.5425456818978,6/18/2021,MG2,41.54489,-119.01041,10,21.1,same pool as logger,"1",0.004136967488378,-119.00669,41.54308,-119.01041,41.54489
"129","129",9/18/2021,"8","36",41.54308,-119.00669,"250","20",same,6020.63054087881,"75",Mahogany Creek,MC3-380,"121",SSMC1,41.5425456818978,-119.006241278242,"4.9","2.2","0.17","0.31","1","0","0","1","82","83",N,"6","0","85","15","0","0","0",SS,GF,"30","40","30","1","90","9","0","0","60","80","0","80","0","5","1",0.000697744258629,-119.00669,41.54308,-119.006241278242,41.5425456818978,6/18/2021,MG2,41.54489,-119.01041,10,21.1,same pool as logger,"1",0.004136967488378,-119.00669,41.54308,-119.01041,41.54489
"130","130",6/23/2021,"0","37",41.54324,-119.00706,na,na,Tagging event,5984.80649364727,"75",Mahogany Creek,MC3-380,"121",SSMC1,41.5425456818978,-119.006241278242,"4.9","2.2","0.17","0.31","1","0","0","1","82","83",N,"6","0","85","15","0","0","0",SS,GF,"30","40","30","1","90","9","0","0","60","80","0","80","0","5","1",0.001073491007905,-119.00706,41.54324,-119.006241278242,41.5425456818978,6/18/2021,MG2,41.54489,-119.01041,10,21.1,same pool as logger,"1",0.003734300469968,-119.00706,41.54324,-119.01041,41.54489
"131","131",6/28/2021,"1","37",41.54319,-119.00708,"211","27","Moved US one pool; looked like it was holding on a redd pot",5985.05003212556,"75",Mahogany Creek,MC3-380,"121",SSMC1,41.5425456818978,-119.006241278242,"4.9","2.2","0.17","0.31","1","0","0","1","82","83",N,"6","0","85","15","0","0","0",SS,GF,"30","40","30","1","90","9","0","0","60","80","0","80","0","5","1",0.001057638881741,-119.00708,41.54319,-119.006241278242,41.5425456818978,6/18/2021,MG2,41.54489,-119.01041,10,21.1,same pool as logger,"1",0.003738836717475,-119.00708,41.54319,-119.01041,41.54489
"132","132",7/6/2021,"2","37",41.54324,-119.00706,"226","20","DS of campground, pool at bend in creek",5984.80649364727,"75",Mahogany Creek,MC3-380,"121",SSMC1,41.5425456818978,-119.006241278242,"4.9","2.2","0.17","0.31","1","0","0","1","82","83",N,"6","0","85","15","0","0","0",SS,GF,"30","40","30","1","90","9","0","0","60","80","0","80","0","5","1",0.001073491007905,-119.00706,41.54324,-119.006241278242,41.5425456818978,6/18/2021,MG2,41.54489,-119.01041,10,21.1,same pool as logger,"1",0.003734300469968,-119.00706,41.54324,-119.01041,41.54489
"133","133",6/22/2021,"0","38",41.53277,-118.99035,na,na,Tagging event,8257.11610843723,"136",Mahogany Creek,MC5-555,"242",FTRF1,41.5326321227388,-118.988973891982,"3","0.61","0.04",NA,"0","0","0","0","89","89",N,"0.29","0","30","70","0","0","0",SS,SS,"92","8","0","93","7","0","0","13","80","4","0","25","77","3","1",0.001382997981337,-118.99035,41.53277,-118.988973891982,41.5326321227388,6/18/2021,MG4,41.53231235,-118.98891604,8.6,14.4,same as logger site,"1",0.001505219188059,-118.99035,41.53277,-118.98891604,41.53231235
"134","134",6/29/2021,"1","38",41.53139,-118.98865,"223","20","Moved US 200+meters; in willow thicket",101.895875056347,"144",Mahogany Creek,MC5-555,"250",FTRF5,41.5325376610304,-118.988707294112,"9.5","0.8","0.09",NA,"0","0","0","0","89","89",N,"0","9.5","80","19","1","0","0",SS,SS,"80","20","0","90","10","0","0","20","60","60","0","40","70","40","1",0.001149090273204,-118.98865,41.53139,-118.988707294112,41.5325376610304,6/18/2021,MG4,41.53231235,-118.98891604,8.6,14.4,same as logger site,"1",0.000959951459238,-118.98865,41.53139,-118.98891604,41.53231235
"135","135",6/29/2021,"1","38",41.53139,-118.98865,"223","20","Moved US 200+meters; in willow thicket",101.895875056347,"143",Mahogany Creek,MC5-555,"249",SSLS5,41.5325376610304,-118.988707294112,"3","1.21","0.17","0.04","0","0","0","1","92","92",N,"3","2.5","85","15","0","0","0",SS,SS,"55","45","0","80","20","0","0","20","70","20","0","30","70","20","2",0.001149090273204,-118.98865,41.53139,-118.988707294112,41.5325376610304,6/18/2021,MG4,41.53231235,-118.98891604,8.6,14.4,same as logger site,"1",0.000959951459238,-118.98865,41.53139,-118.98891604,41.53231235
"136","136",7/6/2021,"2","38",41.53172,-118.98888,"192","30","in insane willow thicket, fish moving",52.5428299279154,"145",Mahogany Creek,MC5-555,"251",SSLS6,41.5325372465185,-118.988731254425,"4.75","1.16","0.13","0.3","0","0","0","0","93","93",N,"0.79","0","95","4","0","1","0",SS,SS,"95","4","1","90","9","1","0","0","85","95","0","0","80","90","1",0.000830672690102,-118.98888,41.53172,-118.988731254425,41.5325372465185,6/18/2021,MG4,41.53231235,-118.98891604,8.6,14.4,same as logger site,"1",0.000593445367408,-118.98888,41.53172,-118.98891604,41.53231235
"137","137",6/22/2021,"0","39",41.53197,-118.99322,na,na,Tagging event,7968.20670276917,"106",Mahogany Creek,MC5-501,"212",FTRF1,41.532133290181,-118.993333652678,"12.5","1.15","0.14",NA,"0","0","0","1","90","90",N,"5","1","50","50","0","0","0",SS,ST,"15","84","1","5","90","5","65","10","0","0","0","25","65","1","1",0.000198948773381,-118.99322,41.53197,-118.993333652678,41.532133290181,6/18/2021,MG3,41.53177,-118.99426,8.7,30.5,5m DS of logger,"1",0.001059056183593,-118.99322,41.53197,-118.99426,41.53177
"138","138",6/29/2021,"1","39",41.53205,-118.99329,"206","30","in sinuous pool, fish observed alive",7968.92140991541,"106",Mahogany Creek,MC5-501,"212",FTRF1,41.532133290181,-118.993333652678,"12.5","1.15","0.14",NA,"0","0","0","1","90","90",N,"5","1","50","50","0","0","0",SS,ST,"15","84","1","5","90","5","65","10","0","0","0","25","65","1","1",9.4036219343e-05,-118.99329,41.53205,-118.993333652678,41.532133290181,6/18/2021,MG3,41.53177,-118.99426,8.7,30.5,5m DS of logger,"1",0.001009603882713,-118.99329,41.53205,-118.99426,41.53177
"139","139",7/6/2021,"2","39",41.53209,-118.99329,"224","20","Shallow pool @ creek bend, OBSERVED ALIVE, Same location",7971.70663319317,"106",Mahogany Creek,MC5-501,"212",FTRF1,41.532133290181,-118.993333652678,"12.5","1.15","0.14",NA,"0","0","0","1","90","90",N,"5","1","50","50","0","0","0",SS,ST,"15","84","1","5","90","5","65","10","0","0","0","25","65","1","1",6.1478419532e-05,-118.99329,41.53209,-118.993333652678,41.532133290181,6/18/2021,MG3,41.53177,-118.99426,8.7,30.5,5m DS of logger,"1",0.001021420579383,-118.99329,41.53209,-118.99426,41.53177
"140","140",7/18/2021,"3","39",41.53207,-118.99332,"223","20","Bend in creek, heron tracks/active hunting observed, poor water quality",7968.23304063756,"106",Mahogany Creek,MC5-501,"212",FTRF1,41.532133290181,-118.993333652678,"12.5","1.15","0.14",NA,"0","0","0","1","90","90",N,"5","1","50","50","0","0","0",SS,ST,"15","84","1","5","90","5","65","10","0","0","0","25","65","1","1",6.4745985422e-05,-118.99332,41.53207,-118.993333652678,41.532133290181,6/18/2021,MG3,41.53177,-118.99426,8.7,30.5,5m DS of logger,"1",0.000986711710682,-118.99332,41.53207,-118.99426,41.53177
"141","141",7/28/2021,"4","39",41.53207,-118.99332,"230","20","Same location, bend in creek, Seen alive",7968.23304063756,"106",Mahogany Creek,MC5-501,"212",FTRF1,41.532133290181,-118.993333652678,"12.5","1.15","0.14",NA,"0","0","0","1","90","90",N,"5","1","50","50","0","0","0",SS,ST,"15","84","1","5","90","5","65","10","0","0","0","25","65","1","1",6.4745985422e-05,-118.99332,41.53207,-118.993333652678,41.532133290181,6/18/2021,MG3,41.53177,-118.99426,8.7,30.5,5m DS of logger,"1",0.000986711710682,-118.99332,41.53207,-118.99426,41.53177
"142","142",6/23/2021,"0","40",41.54155,-119.00477,na,na,Tagging event,6239.30368894502,"104",Mahogany Creek,MC3-380,"140",FNRN11,41.5415552443575,-119.005191659653,"10.3","1.94","0.21",NA,"1","0","0","2","79","79",Y,"0","7.3","73","25","2","0","0",SS,SS,"45","53","2","53","46","1","0","3","65","70","2","20","57","55","1",0.000421692264873,-119.00477,41.54155,-119.005191659653,41.5415552443575,6/18/2021,MG2,41.54489,-119.01041,10,21.1,same pool as logger,"1",0.006554784512095,-119.00477,41.54155,-119.01041,41.54489
"143","143",6/28/2021,"1","40",41.54123,-119.00474,"226","20",Same location as when tagged,6261.76912869048,"104",Mahogany Creek,MC3-380,"140",FNRN11,41.5415552443575,-119.005191659653,"10.3","1.94","0.21",NA,"1","0","0","2","79","79",Y,"0","7.3","73","25","2","0","0",SS,SS,"45","53","2","53","46","1","0","3","65","70","2","20","57","55","1",0.000556579135638,-119.00474,41.54123,-119.005191659653,41.5415552443575,6/18/2021,MG2,41.54489,-119.01041,10,21.1,same pool as logger,"1",0.006748666534951,-119.00474,41.54123,-119.01041,41.54489
"144","144",8/12/2021,"5","40",41.54123,-119.00474,na,na,"captured during efishing, grew 2 cm, lost 4 grams in weight",6261.76912869048,"104",Mahogany Creek,MC3-380,"140",FNRN11,41.5415552443575,-119.005191659653,"10.3","1.94","0.21",NA,"1","0","0","2","79","79",Y,"0","7.3","73","25","2","0","0",SS,SS,"45","53","2","53","46","1","0","3","65","70","2","20","57","55","1",0.000556579135638,-119.00474,41.54123,-119.005191659653,41.5415552443575,6/18/2021,MG2,41.54489,-119.01041,10,21.1,same pool as logger,"1",0.006748666534951,-119.00474,41.54123,-119.01041,41.54489
