,stream,reach,seq_order,channel_type,easting,northing,unit_length_m,wetted_width_m,max_depth_m,pool_crest_depth_bf_m,LWD_small,LWD_med,LWD_large,root_debris,riparian_shade,total_shade,fish_present,undercut_LB_m,undercut_RB_m,sand,gravel,cobble,boulder,bedrock,dominantSizeClass_LB,dominantSizeClass_RB,understoryVeg_NV_LB,understoryVeg_GF_LB,understoryVeg_SR_LB,understoryVeg_NV_RB,understoryVeg_GF_RB,understoryVeg_SR_RB,overstoryVeg_SB_LB,overstoryVeg_HW_LB,overstoryVeg_HQ_LB,overstoryVeg_WS_LB,overstoryVeg_SB_RB,overstoryVeg_HW_RB,overstoryVeg_HQ_RB,overstoryVeg_WS_RB
103,Mahogany Creek,MC3-380,139,FTRF10,4600822,332741,4.3,2.09,0.16,NA,0,0,0,0,83,83,N,4,0,70,18,10,2,0,SS,SS,58,41,1,69,30,1,0,5,75,80,0,20,50,80
104,Mahogany Creek,MC3-380,140,FNRN11,4600819,332744,10.3,1.94,0.21,NA,1,0,0,2,79,79,Y,0,7.3,73,25,2,0,0,SS,SS,45,53,2,53,46,1,0,3,65,70,2,20,57,55
105,Mahogany Creek,MC5-501,211,SSLS1,4599744,333704,12,2.1,0.55,0.26,0,0,0,1,27,27,Y,0,6,70,30,0,0,0,SS,ST,2,98,0,5,94,1,50,0,0,0,4,5,65,4
106,Mahogany Creek,MC5-501,212,FTRF1,4599750,333709,12.5,1.15,0.14,NA,0,0,0,1,90,90,N,5,1,50,50,0,0,0,SS,ST,15,84,1,5,90,5,65,10,0,0,0,25,65,1
107,Mahogany Creek,MC5-501,213,SSLS2,4599755,333715,2.5,1.1,0.24,0.26,0,0,0,0,92,92,N,0,3.5,50,50,0,0,0,SS,ST,20,79,1,25,74,1,70,25,0,0,0,0,65,1
108,Mahogany Creek,MC5-501,214,FTRF2,4599760,333715,9.25,0.99,0.15,NA,0,0,0,1,92,92,N,0,6.5,45,55,0,0,0,SS,ST,20,79,1,20,79,1,65,20,0,1,0,0,60,15
109,Mahogany Creek,MC5-501,215,SSLS3,4599763,333719,3.5,1.5,0.32,0.32,0,0,0,1,55,55,N,0.5,0.27,70,30,0,0,0,SS,ST,25,70,5,10,40,50,30,40,0,1,0,35,40,0
110,Mahogany Creek,MC5-501,216,FTRF3,4599760,333722,11,1.3,0.17,NA,0,0,0,2,99,99,N,3.25,0,60,40,0,0,0,SS,ST,15,65,20,15,80,5,40,60,0,0,0,45,30,5
111,Mahogany Creek,MC5-501,217,SSLS4,4599767,333722,7.5,1.24,0.22,0.24,1,0,0,1,63,63,N,1.55,4.6,75,25,0,0,0,SS,ST,5,94,1,10,89,1,20,20,0,1,0,5,80,50
112,Mahogany Creek,MC5-501,218,FTRF4,4599776,333720,9.5,0.32,0.11,NA,0,0,0,0,92,92,N,8,0,60,40,0,0,0,SS,ST,20,79,1,20,79,1,50,10,0,5,0,20,90,60
113,Mahogany Creek,MC5-501,219,FNRN5,4599773,333728,5,1.43,0.23,NA,1,0,0,2,93,93,N,0,3,70,30,0,0,0,SS,ST,20,79,1,20,79,1,60,39,0,1,0,20,90,60
114,Mahogany Creek,MC5-501,220,SSLS5,4599781,333729,4,1.6,0.32,0.33,0,0,0,1,71,71,N,1,0,75,25,0,0,0,SS,ST,15,84,1,20,75,5,80,20,0,0,0,50,80,50
115,Mahogany Creek,MC5-501,221,FTRF6,4599781,333731,30,1.49,0.17,NA,0,0,0,2,90,90,N,2,0,70,30,0,0,0,SS,SS,45,54,1,40,59,1,60,20,0,2,0,30,22,6
116,Mahogany Creek,MC5-501,222,SSLS6,4599802,333743,6.5,1.35,0.26,0.33,0,0,0,1,42,42,N,0,0,90,10,0,0,0,SS,SS,45,54,1,48,48,4,36,17,0,1,0,30,30,5
117,Mahogany Creek,MC5-501,223,FTRF7,4599805,333744,58,1.78,0.1,NA,1,0,0,3,94,94,N,0,15,65,35,0,0,0,ST,ST,48,51,1,38,61,1,13,32,40,4,1,8,30,12
118,Mahogany Creek,MC5-501,223,FTRF7,4599805,333744,58,1.78,0.1,NA,1,0,0,3,94,94,N,0,15,65,35,0,0,0,ST,ST,48,51,1,38,61,1,13,32,40,4,1,8,30,12
119,Mahogany Creek,MC5-501,223,FTRF7,4599805,333744,58,1.78,0.1,NA,1,0,0,3,94,94,N,0,15,65,35,0,0,0,ST,ST,48,51,1,38,61,1,13,32,40,4,1,8,30,12
120,Mahogany Creek,MC5-501,223,FTRF7,4599805,333744,58,1.78,0.1,NA,1,0,0,3,94,94,N,0,15,65,35,0,0,0,ST,ST,48,51,1,38,61,1,13,32,40,4,1,8,30,12
121,Mahogany Creek,MC5-501,223,FTRF7,4599805,333744,58,1.78,0.1,NA,1,0,0,3,94,94,N,0,15,65,35,0,0,0,ST,ST,48,51,1,38,61,1,13,32,40,4,1,8,30,12
122,Mahogany Creek,MC5-501,223,FTRF7,4599805,333744,58,1.78,0.1,NA,1,0,0,3,94,94,N,0,15,65,35,0,0,0,ST,ST,48,51,1,38,61,1,13,32,40,4,1,8,30,12
123,Mahogany Creek,MC5-501,223,FTRF7,4599805,333744,58,1.78,0.1,NA,1,0,0,3,94,94,N,0,15,65,35,0,0,0,ST,ST,48,51,1,38,61,1,13,32,40,4,1,8,30,12
124,Mahogany Creek,MC5-501,223,FTRF7,4599805,333744,58,1.78,0.1,NA,1,0,0,3,94,94,N,0,15,65,35,0,0,0,ST,ST,48,51,1,38,61,1,13,32,40,4,1,8,30,12
125,Mahogany Creek,MC5-501,223,FTRF7,4599805,333744,58,1.78,0.1,NA,1,0,0,3,94,94,N,0,15,65,35,0,0,0,ST,ST,48,51,1,38,61,1,13,32,40,4,1,8,30,12
126,Mahogany Creek,MC5-501,223,FTRF7,4599805,333744,58,1.78,0.1,NA,1,0,0,3,94,94,N,0,15,65,35,0,0,0,ST,ST,48,51,1,38,61,1,13,32,40,4,1,8,30,12
127,Mahogany Creek,MC5-501,224,SSMC7,4599834,333784,4.75,1.9,0.21,0.27,0,0,0,1,72,72,N,1.5,0,85,15,0,0,0,SS,SS,30,70,0,33,66,1,2,7,40,6,1,10,35,5
128,Mahogany Creek,MC5-501,225,FTRF8,4599839,333787,5,1.33,0.21,NA,1,0,0,0,85,85,N,0,0,70,30,0,0,0,SS,SS,30,70,0,35,64,1,0,10,40,43,0,10,70,40
129,Mahogany Creek,MC5-501,226,SSMC8,4599839,333788,10.5,1.9,0.22,0.31,0,0,0,0,81,81,N,0,0,85,13,2,0,0,SS,SS,40,59,1,23,77,0,0,15,60,5,1,6,38,10
130,Mahogany Creek,MC5-501,227,FTRF9,4599841,333802,19,1.68,0.12,NA,0,0,0,3,87,87,N,3,8,65,31,2,2,0,SS,SS,35,65,0,43,54,1,1,12,60,10,1,3,28,4
131,Mahogany Creek,MC5-501,228,SSLS9,4599826,333807,7,2.32,0.37,0.08,0,0,0,0,87,87,Y,8,0,89,10,1,0,0,SS,SS,40,59,1,65,31,4,0,26,50,63,0,70,4,1
132,Mahogany Creek,MC5-501,229,FTRF10,4599824,333807,34,1.4,0.21,NA,0,2,0,3,84,84,N,2,7,65,29,3,3,0,SS,SS,40,48,1,32,67,1,2,8,63,17,40,25,18,3
133,Mahogany Creek,MC5-501,229,FTRF10,4599824,333807,34,1.4,0.21,NA,0,2,0,3,84,84,N,2,7,65,29,3,3,0,SS,SS,40,48,1,32,67,1,2,8,63,17,40,25,18,3
134,Mahogany Creek,MC5-501,230,SSMC10,4599837,333841,2.5,1.4,0.2,0.31,1,1,0,0,81,81,Y,2,1,84,12,2,2,0,ST,SS,30,0,70,40,59,1,1,1,55,3,0,5,55,2
135,Mahogany Creek,MC5-555,241,SSMC1,4599792,334079,2.5,0.2,0.08,0.18,0,0,0,0,81,81,N,2.5,2.5,70,30,0,0,0,SS,SS,90,10,0,95,5,0,0,75,3,3,0,5,90,5
136,Mahogany Creek,MC5-555,242,FTRF1,4599797,334074,3,0.61,0.04,NA,0,0,0,0,89,89,N,0.29,0,30,70,0,0,0,SS,SS,92,8,0,93,7,0,0,13,80,4,0,25,77,3
137,Mahogany Creek,MC5-555,243,SSMC2,4599806,334084,3.5,0.89,0.09,0.35,0,0,1,1,90,90,N,0.5,0,80,20,0,0,0,SS,SS,90,10,0,85,15,0,0,10,60,4,0,20,30,5
138,Mahogany Creek,MC5-555,244,FTRF2,4599810,334080,10,0.74,0.07,NA,0,0,1,1,68,68,N,0.8,1.2,70,29,1,0,0,SS,SS,95,5,0,51,49,0,0,5,80,2,0,35,30,7
139,Mahogany Creek,MC5-555,245,SSLS3,4599818,334090,1.9,0.74,0.14,0.3,0,0,0,0,97,97,N,0,1.9,80,20,0,0,0,SS,SS,88,12,0,50,50,0,0,10,55,3,0,38,30,5
140,Mahogany Creek,MC5-555,246,FTRF3,4599810,334088,6.3,0.95,0.08,NA,0,1,0,0,98,98,N,5.3,2,60,40,0,0,0,SS,SS,95,5,0,70,30,0,0,5,80,1,0,40,40,5
141,Mahogany Creek,MC5-555,247,SSLS4,4599794,334087,3,1.01,0.13,0.23,1,1,0,0,96,96,N,3,0,80,20,0,0,0,SS,SS,95,5,0,90,10,0,0,5,70,1,0,5,70,15
142,Mahogany Creek,MC5-555,248,FTRF4,4599790,334087,13.1,1.1,0.05,NA,0,1,0,0,92,92,N,12.5,10,64,35,1,0,0,SS,SS,80,20,0,90,10,0,0,5,80,40,0,25,70,20
143,Mahogany Creek,MC5-555,249,SSLS5,4599786,334096,3,1.21,0.17,0.04,0,0,0,1,92,92,N,3,2.5,85,15,0,0,0,SS,SS,55,45,0,80,20,0,0,20,70,20,0,30,70,20
144,Mahogany Creek,MC5-555,250,FTRF5,4599786,334096,9.5,0.8,0.09,NA,0,0,0,0,89,89,N,0,9.5,80,19,1,0,0,SS,SS,80,20,0,90,10,0,0,20,60,60,0,40,70,40
145,Mahogany Creek,MC5-555,251,SSLS6,4599786,334094,4.75,1.16,0.13,0.3,0,0,0,0,93,93,N,0.79,0,95,4,0,1,0,SS,SS,95,4,1,90,9,1,0,0,85,95,0,0,80,90
146,Mahogany Creek,MC5-555,252,FNRN6,4599793,334105,7,0.81,0.13,NA,0,0,0,0,85,85,N,0.91,3,95,2,1,2,0,SS,SS,95,4,1,90,9,1,0,0,70,97,0,0,92,85
147,Mahogany Creek,MC5-555,253,FTRF7,4599794,334108,27,0.58,0.09,NA,0,0,0,2,89,89,N,5,10,50,46,3,1,0,SS,SS,65,34,1,50,50,5,0,15,60,40,0,65,45,40
148,Mahogany Creek,MC5-555,253,FTRF7,4599794,334108,27,0.58,0.09,NA,0,0,0,2,89,89,N,5,10,50,46,3,1,0,SS,SS,65,34,1,50,50,5,0,15,60,40,0,65,45,40
149,Mahogany Creek,MC5-555,254,SIDEF1,NA,NA,3.5,0.4,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150,Mahogany Creek,MC5-555,255,SSLS7,4599812,334127,1.1,2.15,0.13,0.31,0,0,0,1,89,89,N,1.1,1.1,70,30,0,0,0,SS,SS,90,9,1,30,20,50,0,50,60,20,0,80,20,60
151,Mahogany Creek,MC5-555,256,FTRF8,4599813,334128,9,0.79,0.07,NA,0,0,0,0,87,87,N,0,6,60,39,1,0,0,SS,SS,95,3,2,95,3,2,0,50,80,70,0,50,50,70
152,Mahogany Creek,MC5-555,256,FTRF8,4599823,334146,9,0.79,0.07,NA,0,0,0,0,87,87,N,0,6,60,39,1,0,0,SS,SS,95,3,2,95,3,2,0,50,80,70,0,50,50,70
153,Mahogany Creek,MC5-555,257,FNRN9,4599818,334135,2.5,0.83,0.09,NA,0,0,0,0,79,79,N,1.5,0,80,19,1,0,0,SS,SS,95,3,2,60,37,3,0,25,85,50,0,10,70,55
154,Mahogany Creek,MC5-555,257,FNRN9,4599818,334135,2.5,0.83,0.09,NA,0,0,0,0,79,79,N,1.5,0,80,19,1,0,0,SS,SS,95,3,2,60,37,3,0,25,85,50,0,10,70,55
155,Mahogany Creek,MC5-555,257,FNRN9,4599818,334135,2.5,0.83,0.09,NA,0,0,0,0,79,79,N,1.5,0,80,19,1,0,0,SS,SS,95,3,2,60,37,3,0,25,85,50,0,10,70,55
156,Mahogany Creek,MC5-555,257,FNRN9,4599818,334135,2.5,0.83,0.09,NA,0,0,0,0,79,79,N,1.5,0,80,19,1,0,0,SS,SS,95,3,2,60,37,3,0,25,85,50,0,10,70,55
157,Mahogany Creek,MC5-555,257,FNRN9,4599818,334135,2.5,0.83,0.09,NA,0,0,0,0,79,79,N,1.5,0,80,19,1,0,0,SS,SS,95,3,2,60,37,3,0,25,85,50,0,10,70,55
158,Mahogany Creek,MC5-555,257,FNRN9,4599818,334135,2.5,0.83,0.09,NA,0,0,0,0,79,79,N,1.5,0,80,19,1,0,0,SS,SS,95,3,2,60,37,3,0,25,85,50,0,10,70,55
159,Mahogany Creek,MC5-555,257,FNRN9,4599818,334135,2.5,0.83,0.09,NA,0,0,0,0,79,79,N,1.5,0,80,19,1,0,0,SS,SS,95,3,2,60,37,3,0,25,85,50,0,10,70,55
160,Mahogany Creek,MC5-555,257,FNRN9,4599818,334135,2.5,0.83,0.09,NA,0,0,0,0,79,79,N,1.5,0,80,19,1,0,0,SS,SS,95,3,2,60,37,3,0,25,85,50,0,10,70,55
161,Mahogany Creek,MC5-555,257,FNRN9,4599818,334135,2.5,0.83,0.09,NA,0,0,0,0,79,79,N,1.5,0,80,19,1,0,0,SS,SS,95,3,2,60,37,3,0,25,85,50,0,10,70,55
162,Mahogany Creek,MC5-555,257,FNRN9,4599818,334135,2.5,0.83,0.09,NA,0,0,0,0,79,79,N,1.5,0,80,19,1,0,0,SS,SS,95,3,2,60,37,3,0,25,85,50,0,10,70,55
163,Mahogany Creek,MC5-555,257,FNRN9,4599818,334135,2.5,0.83,0.09,NA,0,0,0,0,79,79,N,1.5,0,80,19,1,0,0,SS,SS,95,3,2,60,37,3,0,25,85,50,0,10,70,55
164,Mahogany Creek,MC5-555,257,FNRN9,4599818,334135,2.5,0.83,0.09,NA,0,0,0,0,79,79,N,1.5,0,80,19,1,0,0,SS,SS,95,3,2,60,37,3,0,25,85,50,0,10,70,55
165,Mahogany Creek,MC5-555,257,FNRN9,4599818,334135,2.5,0.83,0.09,NA,0,0,0,0,79,79,N,1.5,0,80,19,1,0,0,SS,SS,95,3,2,60,37,3,0,25,85,50,0,10,70,55
166,Mahogany Creek,MC5-555,257,FNRN9,4599818,334135,2.5,0.83,0.09,NA,0,0,0,0,79,79,N,1.5,0,80,19,1,0,0,SS,SS,95,3,2,60,37,3,0,25,85,50,0,10,70,55
167,Mahogany Creek,MC5-555,257,FNRN9,4599818,334135,2.5,0.83,0.09,NA,0,0,0,0,79,79,N,1.5,0,80,19,1,0,0,SS,SS,95,3,2,60,37,3,0,25,85,50,0,10,70,55
168,Mahogany Creek,MC5-555,258,FTRF10,4599817,334140,7,0.91,0.06,NA,0,0,0,0,89,89,N,3,2,70,25,2,3,0,SS,SS,60,35,5,60,35,5,0,40,25,40,0,75,25,40
169,Mahogany Creek,MC5-555,259,SSPL8,NA,NA,3,1.5,0.21,0.41,0,0,0,1,79,79,N,1.25,0,70,15,10,5,0,SS,SS,60,35,5,60,35,5,0,80,20,30,0,50,70,70
170,Mahogany Creek,MC5-555,260,SSLS9,4599821,334147,4.5,0.82,0.18,0.29,1,0,0,0,82,82,N,2,0,70,20,3,7,0,SS,SS,60,39,1,30,69,1,0,50,15,40,0,70,15,85
171,Mahogany Creek,MC5-555,261,FTRF11,4599823,334149,10,0.83,0.18,NA,0,0,0,0,91,91,N,2,2,60,10,5,25,0,SS,SS,90,9,1,65,34,1,0,2,10,5,0,80,10,30
172,Summer Camp Creek,SCC1-069,5001,FTRF1,4599506,334156,11,0.93,0.12,NA,0,0,0,0,76,76,N,1.5,3,60,38,2,0,0,SS,ST,60,35,5,40,45,15,13,6,0,20,0,70,60,30
173,Summer Camp Creek,SCC1-069,5002,SSLS1,4599506,334161,3.5,1.26,0.26,0.28,0,0,0,1,94,94,N,0,1,81,18,1,0,0,SS,SP,70,28,2,15,80,5,5,7,10,7,0,50,60,10
174,Summer Camp Creek,SCC1-069,5003,FTRF2,4599508,334166,21,0.82,0.11,NA,0,0,0,4,84,84,N,5,10,61,35,3,1,0,SS,SP,65,35,0,30,68,2,10,5,45,3,1,20,80,10
175,Summer Camp Creek,SCC1-069,5004,SSLS2,4599489,334179,3,1.47,0.21,0.05,0,0,0,0,83,83,Y,0,1.9,93,7,0,0,0,SS,SS,55,45,0,40,59,1,4,0,70,1,1,0,50,5
176,Summer Camp Creek,SCC1-069,5005,FTRF3,4599484,334179,30,1.5,0.11,NA,0,0,0,4,90,90,N,4,14,54,45,1,0,0,SS,SS,60,40,0,50,45,5,8,1,70,10,2,20,90,5
177,Summer Camp Creek,SCC1-069,5006,SSMC3,4599460,334194,2.5,2.5,0.15,0.25,1,1,0,2,88,88,N,2.2,1,75,25,0,0,0,SS,SS,50,49,1,60,40,0,1,1,70,10,2,15,90,15
178,Summer Camp Creek,SCC1-069,5007,FTRF4,4599463,334197,17.5,1,0.09,NA,0,1,0,2,85,85,N,4.2,0,60,40,0,0,0,SS,SS,50,48,2,63,36,1,8,0,80,10,0,5,60,18
179,Summer Camp Creek,SCC1-069,5008,SSMC4,4599458,334204,2,1.6,0.26,0.33,0,0,0,1,92,92,N,1,0,80,20,0,0,0,SS,SS,25,74,1,55,45,0,5,0,85,10,0,8,60,10
180,Summer Camp Creek,SCC1-069,5009,FTRF5,4599454,334204,2.75,1,0.07,NA,0,0,0,0,95,95,N,1.2,0,60,40,0,0,0,SS,SS,30,70,0,55,45,0,20,0,83,15,0,2,40,5
181,Summer Camp Creek,SCC1-069,5010,SSLS5,4599451,334207,1.5,1,0.16,0.29,0,0,0,1,86,86,N,0,0,70,30,0,0,0,SS,SS,40,60,0,60,40,0,20,1,60,10,0,0,32,7
182,Summer Camp Creek,SCC1-069,5011,FTRF6,4599450,334209,2.75,1.8,0.07,NA,1,0,0,1,88,88,N,1.5,0,60,36,4,0,0,SS,SS,60,40,0,60,37,3,15,0,10,20,0,0,28,10
183,Summer Camp Creek,SCC1-069,5012,FNRN7,4599453,334205,2,0.77,0.2,NA,0,0,0,1,94,94,N,0,2.5,65,35,0,0,0,SS,SS,50,45,5,70,29,1,10,0,15,20,0,0,35,22
184,Summer Camp Creek,SCC1-069,5013,FTRF8,4599453,334207,6,1,0.08,NA,0,1,0,0,84,84,N,0,4,65,35,0,0,0,SS,SS,50,45,5,85,15,0,10,0,10,30,0,15,20,10
185,Summer Camp Creek,SCC1-069,5014,SSPL6,4599460,334210,2.75,0.58,0.21,0.06,1,0,0,0,84,84,N,0,1,70,30,0,0,0,SS,SS,70,30,0,70,25,5,5,1,6,17,0,10,40,30
186,Summer Camp Creek,SCC1-069,5015,FTRF9,4599450,334212,30,1.41,0.14,NA,2,0,0,5,78,78,N,9.5,0,60,36,2,2,0,SS,SS,50,50,0,70,30,0,3,1,68,7,10,15,80,20
187,Summer Camp Creek,SCC1-069,5016,SSMC7,4599428,334244,4.5,1.05,0.18,0.39,1,0,0,1,74,74,N,1.3,1.75,65,33,1,1,0,SS,SS,40,60,0,40,58,2,0,0,73,2,0,40,70,15
188,Summer Camp Creek,SCC1-069,5017,FTRF10,4599421,334246,8.6,1.1,0.09,NA,1,0,0,2,76,76,N,4.5,2,60,39,1,0,0,SS,SS,48,52,0,65,35,0,1,3,75,30,0,15,70,20
189,Summer Camp Creek,SCC1-069,5018,SSLS8,4599428,334253,2.9,1.2,0.17,0.25,0,0,0,0,91,91,N,1.1,0.6,65,33,2,0,0,SS,SS,63,37,0,70,30,0,0,18,68,29,0,5,40,30
190,Summer Camp Creek,SCC1-069,5019,FNRN11,4599417,334257,3.7,0.36,0.03,NA,0,0,0,2,100,100,N,0,7,70,30,0,0,0,SS,SS,65,35,0,75,25,0,1,10,43,7,0,0,25,20
191,Summer Camp Creek,SCC1-069,5020,SSLS9,4599414,334259,2.3,1.91,0.13,0.38,0,0,0,1,90,90,N,0,1.3,80,20,0,0,0,SS,SS,55,45,0,80,20,0,2,2,60,27,0,0,25,15
192,Summer Camp Creek,SCC4-15-7,5121,SSLS1,4596667,334764,2.5,1.6,0.23,0.27,0,0,0,0,97,97,Y,0,0,60,39,1,0,0,SS,SS,50,49,1,45,54,1,22,1,55,0,20,15,35,0
193,Summer Camp Creek,SCC4-15-7,5122,FTRF1,4596665,334764,10.75,1.7,0.11,NA,0,0,0,1,80,80,N,0,0,60,30,2,8,0,ST,SS,50,49,1,50,49,1,12,0,43,3,3,0,60,3
194,Summer Camp Creek,SCC4-15-7,5122,FTRF1,4596665,334764,10.75,1.7,0.11,NA,0,0,0,1,80,80,N,0,0,60,30,2,8,0,ST,SS,50,49,1,50,49,1,12,0,43,3,3,0,60,3
195,Summer Camp Creek,SCC4-15-7,5123,FTRP2,4596660,334772,26.5,1,0.13,NA,0,1,1,2,72,72,N,0,0,40,35,10,15,0,ST,SS,50,49,1,45,54,1,2,1,57,6,1,3,50,3
196,Summer Camp Creek,SCC4-15-7,5123,FTRP2,4596660,334772,26.5,1,0.13,NA,0,1,1,2,72,72,N,0,0,40,35,10,15,0,ST,SS,50,49,1,45,54,1,2,1,57,6,1,3,50,3
197,Summer Camp Creek,SCC4-15-7,5123,FTRP2,4596660,334772,26.5,1,0.13,NA,0,1,1,2,72,72,N,0,0,40,35,10,15,0,ST,SS,50,49,1,45,54,1,2,1,57,6,1,3,50,3
198,Summer Camp Creek,SCC4-15-7,5123,FTRP2,4596660,334772,26.5,1,0.13,NA,0,1,1,2,72,72,N,0,0,40,35,10,15,0,ST,SS,50,49,1,45,54,1,2,1,57,6,1,3,50,3
199,Summer Camp Creek,SCC4-15-7,5123,FTRP2,4596660,334772,26.5,1,0.13,NA,0,1,1,2,72,72,N,0,0,40,35,10,15,0,ST,SS,50,49,1,45,54,1,2,1,57,6,1,3,50,3
200,Summer Camp Creek,SCC4-15-7,5123,FTRP2,4596660,334772,26.5,1,0.13,NA,0,1,1,2,72,72,N,0,0,40,35,10,15,0,ST,SS,50,49,1,45,54,1,2,1,57,6,1,3,50,3
201,Summer Camp Creek,SCC4-15-7,5123,FTRP2,4596660,334772,26.5,1,0.13,NA,0,1,1,2,72,72,N,0,0,40,35,10,15,0,ST,SS,50,49,1,45,54,1,2,1,57,6,1,3,50,3
202,Summer Camp Creek,SCC4-15-7,5123,FTRP2,4596660,334772,26.5,1,0.13,NA,0,1,1,2,72,72,N,0,0,40,35,10,15,0,ST,SS,50,49,1,45,54,1,2,1,57,6,1,3,50,3
203,Summer Camp Creek,SCC4-15-7,5124,FTRF3,4596631,334769,23,1.75,0.1,NA,1,1,0,2,95,95,N,5,3,25,43,30,2,0,ST,ST,55,45,1,45,50,5,1,0,80,5,0,0,63,6
204,Summer Camp Creek,SCC4-15-7,5125,SSLS2,4596616,334779,2.5,1.25,0.17,0.3,0,0,0,0,88,88,Y,1.25,0,50,35,15,0,0,ST,ST,50,49,1,35,55,10,0,0,68,12,0,0,25,5
